Name,Lat,Lon,Date,Time,Load
B02683,40.765956,-73.8856,,,1
B90345,40.765619,-73.885523,,,1
B02670,40.765614,-73.885725,,,1
B00647,40.866078,-73.88565,,,1
B90005,40.833607,-73.884895,,,1
B90179,40.833543,-73.884764,,,1
B00457,40.842564,-73.884545,,,1
B02798,40.842779,-73.884532,,,1
B02509,40.866624,-73.884883,,,1
B02621,40.764325,-73.884604,,,1
B90110,40.817186,-73.884531,,,1
B01932,40.765413,-73.883899,,,1
B90140,40.765383,-73.883851,,,1
B90303,40.765606,-73.883834,,,1
B02214,40.765578,-73.883931,,,1
B01982,40.666434,-73.882831,,,1
B01651,40.831524,-73.881554,,,1
B02677,40.667986,-73.878925,,,1
B90523,40.870062,-73.878803,,,1
B90717,41.31664,-73.878666,,,1
B02034,40.760037,-73.878443,,,1
B00009,40.707286,-73.87694,,,1
B00008,40.707097,-73.876956,,,1
B02354,40.748633,-73.876981,,,1
B80104,40.748751,-73.877139,,,1
B80196,40.748533,-73.877199,,,1
B80201,40.748697,-73.877073,,,1
B80224,40.748573,-73.876818,,,1
B00821,40.682353,-73.876778,,,1
B01338,40.871424,-73.8765,,,1
B02688,40.879792,-73.875823,,,1
B02773,40.947461,-73.875381,,,1
B00625,40.762956,-73.875059,,,1
B01420,40.708045,-73.875039,,,1
B01016,40.675158,-73.873565,,,1
B01469,40.683226,-73.872039,,,1
B01340,40.829213,-73.871249,,,1
B00325,40.762299,-73.871201,,,1
B01455,40.742394,-73.871157,,,1
B90269,40.906334,-73.871093,,,1
B90316,40.840004,-73.870805,,,1
B00310,40.824861,-73.870419,,,1
B02659,40.725625,-73.869927,,,1
B02534,40.823608,-73.867699,,,1
B90544,40.823661,-73.867891,,,1
B02783,40.823574,-73.867859,,,1
B90676,40.73235,-73.867564,,,1
B01568,40.742016,-73.867498,,,1
B01066,40.757469,-73.86728,,,1
B02630,40.732154,-73.867255,,,1
B02643,40.752147,-73.86707,,,1
B01176,40.743215,-73.866994,,,1
